id,system_index,evaporation_from_bare_soil_sum_201003010315,evaporation_from_bare_soil_sum_201003160331,evaporation_from_bare_soil_sum_201004010415,evaporation_from_bare_soil_sum_201004160430,evaporation_from_bare_soil_sum_201005010515,evaporation_from_bare_soil_sum_201005160531,evaporation_from_bare_soil_sum_201006010615,evaporation_from_bare_soil_sum_201006160630,evaporation_from_bare_soil_sum_201007010715,evaporation_from_bare_soil_sum_201007160731,evaporation_from_bare_soil_sum_201008010815,evaporation_from_bare_soil_sum_201008160831,evaporation_from_bare_soil_sum_201009010915,evaporation_from_bare_soil_sum_201009160930,name,soil_temperature_level_1_201003010315,soil_temperature_level_1_201003160331,soil_temperature_level_1_201004010415,soil_temperature_level_1_201004160430,soil_temperature_level_1_201005010515,soil_temperature_level_1_201005160531,soil_temperature_level_1_201006010615,soil_temperature_level_1_201006160630,soil_temperature_level_1_201007010715,soil_temperature_level_1_201007160731,soil_temperature_level_1_201008010815,soil_temperature_level_1_201008160831,soil_temperature_level_1_201009010915,soil_temperature_level_1_201009160930,surface_solar_radiation_downwards_sum_201003010315,surface_solar_radiation_downwards_sum_201003160331,surface_solar_radiation_downwards_sum_201004010415,surface_solar_radiation_downwards_sum_201004160430,surface_solar_radiation_downwards_sum_201005010515,surface_solar_radiation_downwards_sum_201005160531,surface_solar_radiation_downwards_sum_201006010615,surface_solar_radiation_downwards_sum_201006160630,surface_solar_radiation_downwards_sum_201007010715,surface_solar_radiation_downwards_sum_201007160731,surface_solar_radiation_downwards_sum_201008010815,surface_solar_radiation_downwards_sum_201008160831,surface_solar_radiation_downwards_sum_201009010915,surface_solar_radiation_downwards_sum_201009160930,temperature_2m_201003010315,temperature_2m_201003160331,temperature_2m_201004010415,temperature_2m_201004160430,temperature_2m_201005010515,temperature_2m_201005160531,temperature_2m_201006010615,temperature_2m_201006160630,temperature_2m_201007010715,temperature_2m_201007160731,temperature_2m_201008010815,temperature_2m_201008160831,temperature_2m_201009010915,temperature_2m_201009160930,temperature_2m_max_201003010315,temperature_2m_max_201003160331,temperature_2m_max_201004010415,temperature_2m_max_201004160430,temperature_2m_max_201005010515,temperature_2m_max_201005160531,temperature_2m_max_201006010615,temperature_2m_max_201006160630,temperature_2m_max_201007010715,temperature_2m_max_201007160731,temperature_2m_max_201008010815,temperature_2m_max_201008160831,temperature_2m_max_201009010915,temperature_2m_max_201009160930,temperature_2m_min_201003010315,temperature_2m_min_201003160331,temperature_2m_min_201004010415,temperature_2m_min_201004160430,temperature_2m_min_201005010515,temperature_2m_min_201005160531,temperature_2m_min_201006010615,temperature_2m_min_201006160630,temperature_2m_min_201007010715,temperature_2m_min_201007160731,temperature_2m_min_201008010815,temperature_2m_min_201008160831,temperature_2m_min_201009010915,temperature_2m_min_201009160930,total_evaporation_sum_201003010315,total_evaporation_sum_201003160331,total_evaporation_sum_201004010415,total_evaporation_sum_201004160430,total_evaporation_sum_201005010515,total_evaporation_sum_201005160531,total_evaporation_sum_201006010615,total_evaporation_sum_201006160630,total_evaporation_sum_201007010715,total_evaporation_sum_201007160731,total_evaporation_sum_201008010815,total_evaporation_sum_201008160831,total_evaporation_sum_201009010915,total_evaporation_sum_201009160930,total_precipitation_sum_201003010315,total_precipitation_sum_201003160331,total_precipitation_sum_201004010415,total_precipitation_sum_201004160430,total_precipitation_sum_201005010515,total_precipitation_sum_201005160531,total_precipitation_sum_201006010615,total_precipitation_sum_201006160630,total_precipitation_sum_201007010715,total_precipitation_sum_201007160731,total_precipitation_sum_201008010815,total_precipitation_sum_201008160831,total_precipitation_sum_201009010915,total_precipitation_sum_201009160930,Code,县名,市代码,市名,省代码,省名,geo,_source_file,_sheet_name,_row_number,_created_at,_table_description
1,00000000000000000a79,-4.581804191,-57.68429864,-156.6566325,-218.5559986,-424.7860739,-419.8566042,-448.4620122,-612.3074818,-346.777076,-683.0243599,-662.3998798,-607.4024811,-476.2665895,-335.229081,Miyun,-0.972501259,0.8655454880505006,3.377976661363151,6.599759981095306,14.263594230520043,18.141199045767202,21.323267855195777,23.764246908320732,24.88161999344584,25.851741445298696,23.80561332464452,22.68796553608306,22.055425426902314,14.819760466625459,4.576351338607248E9,5.373011191156462E9,5.750097039831992E9,5.194677733518369E9,6.506004668547389E9,5.661701272419309E9,6.054260407360721E9,6.333082935148717E9,4.558411328761323E9,5.577692147250251E9,5.572595143338116E9,5.383622308548734E9,5.0879293839048815E9,4.082855515327396E9,-1.828866238,3.169664620089275,5.11648642027612,8.477494780242072,15.925898431038059,19.267867067275894,21.635087335281607,23.914069347975115,24.756508449142295,26.261518246710555,23.772711362474308,22.778736814175257,22.445157006820327,14.08423792792782,7.980035881627412,15.864059175882673,17.08113101113867,21.090082296503635,26.966477921512645,30.86106119371867,31.306317785781754,32.37284243026453,36.39681324042886,33.176243034046685,31.29264241157615,30.51087938246963,30.43515486055686,22.733244141218897,-11.72373237,-7.710096332,-3.548394987,-1.375819043,6.369645318471456,10.152538329893844,14.091176209100222,16.138931798143034,17.658674308522183,19.009597349814833,14.79363772695128,15.863021565427585,13.77957966456858,5.121579081371057,-100.9380112,-208.9110051,-311.8196658,-404.2768423,-668.8720023,-709.9073695,-704.4544471,-942.1853614,-624.2697997,-1034.024823,-1006.256553,-929.4275215,-727.3361477,-595.4373605,270.05862298476444,111.61585943471843,149.33713190858137,266.43586578486276,212.29658949494683,275.6802576450881,155.78448924862678,784.316641212574,958.600276614847,1129.2162577635552,541.199360919044,691.4987703,162.94175602695012,988.64421118125,110118,密云区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}",../data_20260601/产能研究室_1/气象数据/ERA5_Land_SemiMonthly_2010_2010.csv,ERA5_Land_SemiMonthly_2010_2010,1,2026-06-02 19:53:21,
2,00000000000000000a7b,-0.795434296,-32.2958664,-161.5574527,-237.2417313,-513.8985404,-564.9971183,-611.603193,-759.7557156,-415.2001141,-782.8433041,-713.6253117,-704.2624919,-526.3028561,-368.0206944,Yanqing,-1.996301819,-0.460242149,1.7266067567189518,4.6489580293227615,11.384151947002142,15.476874893741545,18.28064596032603,21.402035765946415,22.494426519054507,24.260233539507492,21.836560656953974,20.70417897984078,19.85451439821538,13.349568659039814,4.389038214955437E9,5.439017016378059E9,5.82210054446022E9,5.017943055324462E9,6.547032743005048E9,6.012763160327398E9,6.056827011437603E9,6.385609756244585E9,4.377551674931271E9,5.971299226252568E9,5.472706387756332E9,5.613021823872177E9,5.014079250265781E9,4.0140969260332093E9,-4.19683406,1.8341377028356216,3.4906244161547466,6.404657802160531,13.60465104642591,16.92002842427769,19.168888323181854,21.93859298004283,22.676685363573064,24.649701618376888,21.703445127160663,20.77757432522202,20.095854679015293,12.480042779687972,5.178555861270261,14.685810333156768,15.378606124264685,19.789239532756355,24.846258631170873,28.48487907041432,28.511666074834377,31.643121707529126,34.37664966131707,32.24600645482903,30.122823970106527,28.3493147938421,28.107469285057338,20.73205172237203,-17.88639062,-8.845098636,-3.956678639,-2.810081342,2.368071799611691,6.760290033932386,9.661815233487888,12.355084145066959,15.807458778923227,16.21842192175369,12.461539673030803,13.395921881541504,11.653656995482457,2.620247939836675,-129.5495948,-182.4915512,-294.5562429,-435.976045,-711.3729402,-833.0802489,-829.0808593,-1007.344768,-671.7999362,-1055.257188,-969.8151207,-949.0937029,-727.8046924,-566.1305267,333.7611828230662,202.3504493609228,86.26404613560676,391.7690403672081,273.96014261555064,403.24673929491206,470.8513457217802,525.996085454924,895.3323137055468,696.0735099519926,894.2224040235541,758.3528956752106,221.67641543183024,1202.8047472569292,110119,延庆区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}",../data_20260601/产能研究室_1/气象数据/ERA5_Land_SemiMonthly_2010_2010.csv,ERA5_Land_SemiMonthly_2010_2010,2,2026-06-02 19:53:21,
3,00000000000000000a7c,-4.022232096,-53.44821602,-168.8240186,-255.0239124,-533.0543531,-567.4127232,-626.5119707,-757.8881084,-411.2564917,-822.9981084,-786.9920965,-753.3996485,-571.6028831,-392.2885719,Huairou,-1.658453467,0.05952919758484495,2.391000052773569,5.5776320907421555,12.595397992379194,16.31811865712017,19.297376713631163,22.22838388238902,23.448391758977625,24.71472775020192,22.356258440350874,21.272574451224603,20.595491120869234,13.798380133040482,4.436446054643135E9,5.333775252750686E9,5.750182784656669E9,5.041994928283693E9,6.538752999468569E9,5.874739275216829E9,6.057562925688229E9,6.352157657154883E9,4.4186172438888645E9,5.753381002173124E9,5.559062823287654E9,5.584231255809726E9,5.054857756844768E9,4.056474859076267E9,-3.161536036,2.084662724451832,3.834094572479628,7.162939699511574,14.370296783686406,17.56465319920582,20.092981736598816,22.691024701783224,23.521195371138184,25.230565474664417,22.310755666968028,21.330395760772422,20.86116550375529,12.86522592254542,6.946530585510712,15.219079462310797,16.13771486171092,20.63319430662619,26.18662254337483,29.649595368691052,29.42244121133713,31.741281340484672,35.586686575024615,33.22258384527906,30.31886583713837,29.20201175881663,29.231974945785755,21.744087108444027,-15.3453518,-8.342948429,-4.303533587,-2.425485324,3.5423329258513303,7.037706260674533,10.74791234046477,13.453619179118723,16.61048862271956,17.0739261994519,13.216825845709439,13.963151692439117,12.541315635164398,3.0926428246037516,-99.77786999,-194.9495917,-306.6913809,-442.0858363,-735.3183907,-822.5907882,-836.4642282,-1013.814246,-647.1822221,-1101.154438,-1059.876726,-1016.397868,-769.61626,-600.3420794,287.7330953104423,163.99447919931572,100.55527994554457,319.7226539817516,283.24080976819977,373.75413109655216,268.66248610913715,645.9367947139359,1142.0543837322452,962.1703970373312,828.5171256555554,723.7795523562723,139.6652893480178,1118.9008016444595,110116,怀柔区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}",../data_20260601/产能研究室_1/气象数据/ERA5_Land_SemiMonthly_2010_2010.csv,ERA5_Land_SemiMonthly_2010_2010,3,2026-06-02 19:53:21,
4,00000000000000000a7d,-9.734862474,-84.97580621,-162.1258918,-220.8395908,-431.9293705,-357.1301144,-364.5879918,-636.6648041,-351.8464043,-783.3761104,-698.7206263,-630.4483205,-547.1603921,-393.4429657,Pinggu,-0.447989118,2.113021385697908,5.200433186112778,8.86490513522924,16.229744050640818,19.641109744131704,22.766139413045334,24.709339220270767,25.74691926635381,26.4931761629664,24.755470164454234,23.22898995715379,22.847481455100393,15.477248183967683,4.648364545836715E9,5.4376532373942E9,5.742301104105101E9,5.350228171353723E9,6.508147474860815E9,5.649372223289892E9,6.036923432895979E9,6.461098512772754E9,4.661382652655042E9,5.614452194334613E9,5.469280468469364E9,5.136821006063336E9,5.114480677418735E9,4.088817652157737E9,-1.244763662,3.6672686930431797,5.735275716324824,9.510153017610985,16.811878340286743,20.121697242804338,22.255399960296828,24.20723216149776,25.27429968918529,26.754201413816862,24.480839788011018,23.137485168836463,22.91493726412553,14.778510484895044,8.950057158534054,16.061294734825594,18.368246938526603,20.741856007917946,28.501252572230243,32.1168215403696,32.803218729125895,33.31527644308466,37.07068372986466,33.492311979974716,32.117716848916025,31.557242528315715,31.240090184854296,23.315777602319756,-9.559463424,-6.896631174,-4.045766346,-0.341903225,8.078251596244911,11.620766580640304,13.599788378992844,15.876822534295139,19.264879584707003,19.733887625379406,16.00505145759073,16.439719274835024,14.643255757120691,5.84645677450797,-97.86328878,-222.7388828,-309.3906035,-408.7803974,-656.3562578,-603.2130999,-562.4793039,-927.2135928,-624.6948979,-1087.17532,-998.046897,-934.0424508,-762.8702757,-641.3473994,235.64138562767113,71.07860118547269,133.28642451349697,228.16560197055952,253.24626975251059,292.1278559433264,120.34078181028296,855.0125780403328,1001.5696416279654,1189.9136817836202,355.0552858621847,924.7404587607363,98.41739482651295,753.917020921729,110117,平谷区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}",../data_20260601/产能研究室_1/气象数据/ERA5_Land_SemiMonthly_2010_2010.csv,ERA5_Land_SemiMonthly_2010_2010,4,2026-06-02 19:53:21,
5,00000000000000000a7f,-13.04318547,-117.7165218,-222.3905699,-231.4365973,-368.3061656,-334.7938047,-380.3361061,-632.5985049,-268.1525913,-736.3649532,-632.3370867,-631.5304087,-459.0391947,-352.446403,Changping,-0.694173626,2.0404502774013773,5.156581545512562,8.705720686295752,16.308183025762954,19.973118617055647,22.24455609674382,24.7407594864271,26.0258647407408,26.890431448255303,24.388771979239564,23.306814323287806,22.64029517958195,15.617165685349002,4.411519548228622E9,5.405562355200284E9,5.789965764340513E9,5.09352090163118E9,6.559765094601284E9,5.995879279628488E9,6.012605378440624E9,6.4651294126503725E9,4.3423012616819935E9,5.972359534587408E9,5.301956513168599E9,5.494783644151893E9,5.057888090575876E9,3.981854976313771E9,-1.649470861,3.8224190644683294,5.799044915899553,9.0836071207427,16.71827731531232,20.211913735559634,21.98764297733288,24.42919069003568,25.322357625679686,26.927715315081965,24.080447437513964,23.083941670534454,22.624213441180927,14.762438163955194,7.970278873354079,16.888645123026404,18.22763845996285,22.397277994690555,28.29266892427638,32.29518570582601,31.127537816007397,34.077802983504995,38.27124351537285,34.493458946078455,31.98325799680226,30.990663562048827,31.14799103229886,22.797320739526988,-12.95669361,-5.586700252,-3.325867236,-0.967929276,5.925649751348763,9.214148426240294,12.518499546003643,15.488260679921886,18.803025394367026,18.506205841797705,15.274287435199263,15.938914480896777,14.530317720435882,5.442507489574996,-151.0477552,-304.7152774,-419.2901876,-484.5201744,-619.5849658,-639.8639709,-655.3503913,-978.4638945,-541.7046499,-1110.729832,-997.5445452,-968.2383313,-750.6391086,-629.4068684,322.7872996944371,180.41854848330806,100.58928051061957,301.3936062677618,157.4341653772649,251.43480027586074,543.061340213483,630.632907957915,968.6827866581591,815.0274885190711,785.8944608560785,640.8737984365858,242.0583872721081,968.2155112710254,110114,昌平区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}",../data_20260601/产能研究室_1/气象数据/ERA5_Land_SemiMonthly_2010_2010.csv,ERA5_Land_SemiMonthly_2010_2010,5,2026-06-02 19:53:21,
6,00000000000000000a81,-48.84082336,-125.0444854,-152.5205974,-177.9232532,-307.9108,-205.9757888,-396.8731993,-626.737432,-335.1900491,-1039.411129,-732.4319856,-781.5472772,-710.4818163,-465.3415209,Daxing,1.4310490783538903,6.310964394678023,10.031795384067156,13.00820683357178,20.7404861798149,24.259671388233784,25.719159018870855,28.06064408263796,28.591236153192618,29.501222453595037,27.292537662450705,25.442488168558885,24.41442340318602,18.067173821900138,4.57346242939603E9,5.366208081316627E9,5.754778583133217E9,5.443478747030238E9,6.634871491627861E9,5.997863859778877E9,6.068965808692427E9,6.53118627944633E9,4.530299099484835E9,6.235286070185797E9,5.146896527508172E9,5.23925321459535E9,5.089020226058481E9,4.0116711693988004E9,0.6086131554729397,6.032505885341376,8.733243817536703,11.93706406495052,19.81830084411558,23.132190545807187,24.174977760439806,26.578737468883624,27.431220651234113,29.17977239481419,26.415845882996233,24.635939947111847,23.75654722015843,16.629641473907785,12.501569331813824,18.020140974139743,22.497786659714635,24.14683228315029,31.533619722642793,35.57173900999161,34.32387102808124,36.13851563342478,40.160745405535955,37.583997731567365,34.68454502048903,33.85516004247145,32.191755687909016,27.86836588977687,-7.305889825,-4.936480345,-2.421733848,0.3514619893089158,9.2890171105066,11.82505382533687,13.179329047599726,16.7122050758193,21.019843208820156,20.997164685311358,17.769641735161454,17.041184019288995,15.545725895126148,8.111848773949394,-132.3126761,-209.7698466,-236.6962183,-303.1962524,-427.7212151,-323.9372425,-543.8649091,-798.3928481,-539.776829,-1235.912589,-947.096674,-978.9249272,-894.9615214,-655.5253308,210.68688578648025,35.2618678533671,68.16448419423442,218.9107559263666,154.31799048726225,95.56459796200858,637.932367972592,345.49975935117095,1099.8624621418282,1089.7215183668563,426.75648092979526,1047.7151952665538,322.91501917423346,567.085962715282,110115,大兴区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}",../data_20260601/产能研究室_1/气象数据/ERA5_Land_SemiMonthly_2010_2010.csv,ERA5_Land_SemiMonthly_2010_2010,6,2026-06-02 19:53:21,
7,00000000000000000a82,-52.79869702,-140.2594941,-180.4123279,-208.0655564,-392.3089982,-276.9168052,-365.5915572,-669.7323562,-358.9527728,-1050.065424,-782.9851442,-789.5193705,-729.6166324,-471.157354,Tongzhou,1.2171825623615706,6.176981300915443,9.705838929213431,12.842979599043044,20.19477410694922,23.58648303050516,25.88708887361706,27.69844355177243,28.389961548182047,29.199013685664248,27.291908178288367,25.512234603584776,24.589569317486202,18.006268768530827,4.584953545280192E9,5.380189143009546E9,5.765182022337664E9,5.436369571748378E9,6.574856172070719E9,5.903951599954241E9,6.052818241441255E9,6.561616711539977E9,4.616472435463373E9,6.0095951056058235E9,5.268173049989955E9,5.206732261771207E9,5.102879022357853E9,4.053355539090439E9,0.5231307394405004,5.8501627304853,8.495363812907556,11.935770542865834,19.47806782027528,22.82221770069832,24.34424671707059,26.24509574758043,27.308202063710695,29.049048893792488,26.495334346710866,24.75757865100731,24.035080668902314,16.555537500422837,12.387086982231658,18.376920516769633,22.352109874378574,24.059143106039492,31.379726802528708,35.35037983485632,34.4809725278384,35.256753868251685,40.20433398903193,37.29983430342243,34.73704358757318,34.66534694696404,32.98634147891754,28.086579102355184,-6.986278024,-5.265848294,-2.963239952,0.6351572408304814,9.094962475516603,12.175846089945235,13.73279144485278,16.729862005060394,21.191431147092374,21.236652661608435,18.468811867453862,17.3254607336862,15.79414475676304,7.665565028747976,-133.8765536,-220.2935937,-265.4174852,-329.2634209,-512.267133,-406.0440419,-495.9958046,-839.3652545,-566.2255434,-1237.92655,-983.796083,-984.0619733,-899.3766192,-655.0835156,200.6745980925607,38.33890380908521,82.92803161416914,209.55675560876037,191.38683001867668,133.89837634247206,364.0612721038718,494.7632126557032,1058.7004672742946,1192.4481771540052,336.1234610634688,1019.4105518423379,284.26036232493135,600.7580248641237,110112,通州区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}",../data_20260601/产能研究室_1/气象数据/ERA5_Land_SemiMonthly_2010_2010.csv,ERA5_Land_SemiMonthly_2010_2010,7,2026-06-02 19:53:21,
8,00000000000000000a83,-27.65012674,-144.9062285,-215.1568245,-226.1799326,-386.8791562,-281.5075757,-296.740412,-590.8310106,-220.8930313,-923.4299434,-764.9377786,-737.7175458,-524.8958914,-428.6451581,Shunyi,0.11639640395374057,3.7934999228682362,7.442667919414688,11.087130097073128,18.595746659259508,22.09763060183767,25.033123201469873,27.02160734517096,28.191553571334865,28.069740381973205,25.960647345253612,24.770841831507738,24.58899170282724,16.837810458278216,4.520847561805035E9,5.341271694085841E9,5.747681649375819E9,5.245419581431578E9,6.554248621337371E9,5.840919090831086E9,6.010022744928572E9,6.517780957175018E9,4.5234888220324335E9,5.766447295442511E9,5.381000250485786E9,5.336902968988429E9,5.121948336177387E9,4.036129299971124E9,-0.201026372,4.84721750434563,7.064117878727549,10.785889991634148,18.321653590868184,21.78618994841206,23.81263763889913,25.870012230188987,26.95638509638553,28.131656184859324,25.555655067377284,24.424058108937007,24.180649184439385,15.864531605198184,10.380781020228461,17.880940570219636,20.075591298095013,23.549445229577625,30.512950521307875,34.268402863661,33.62562882670858,35.13422584200046,40.203153807081236,35.77965744952768,33.70007465685077,33.6391910597465,33.38065125935282,25.195279537901605,-7.993770019,-5.496395148,-3.624357655,-0.307558386,8.155682007147362,11.087546709466627,14.329745280985952,17.227258256295006,20.378099516042838,20.711721105547777,16.461803305044835,17.00601999488588,15.338750980477315,6.545850511334056,-121.5655878,-268.6914656,-342.1256344,-394.7487646,-560.0220737,-473.1577352,-461.0578075,-824.8013772,-426.0265545,-1185.207855,-1038.002328,-982.707902,-715.2562295,-655.6201881,247.98467454805956,81.56341371526716,111.78631076565331,232.7197436170546,182.89691333378954,178.990146278079,217.89434875515192,609.3361401103592,1052.1737521570988,1015.9504286631461,431.2196746522852,652.1524158917566,120.00806890833111,727.6832844707831,110113,顺义区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}",../data_20260601/产能研究室_1/气象数据/ERA5_Land_SemiMonthly_2010_2010.csv,ERA5_Land_SemiMonthly_2010_2010,8,2026-06-02 19:53:21,
9,00000000000000000a84,-24.63411693,-144.3162321,-243.5217124,-256.6530685,-364.2292146,-272.4342528,-332.7020125,-565.4837763,-235.3288087,-876.7956102,-656.8394575,-723.0886804,-609.9680514,-426.2962654,Fangshan,-0.255455642,2.930041000309622,6.421865469170324,9.445662431146326,17.6083171944601,21.233277246946404,23.141633138456015,25.790268193956482,26.41878654532001,27.58410562229075,24.965496512422447,23.274314996933445,22.180562749458183,15.974139651586803,4.459126934513286E9,5.366849941744598E9,5.714029093299934E9,5.242158172867123E9,6.651477677863569E9,6.049457750485413E9,6.036553184982561E9,6.427307523240042E9,4.325788467336918E9,6.340987582539883E9,5.046293200810502E9,5.302318916364878E9,5.062138493235647E9,3.937232377972502E9,-1.335695348,4.19129599240435,6.493604886119342,9.270219423447678,17.453894010753622,20.56040000258445,22.14195026712183,24.817267016743585,25.425797880567806,27.206071403456157,24.269456240731817,22.554086106314607,21.58208100517672,14.751250523288073,9.281786110005669,16.480691790861687,19.259280745943464,21.794183660663826,28.686229423150564,32.2106217546465,31.481864805633595,33.99442018930193,38.184882434782935,35.99131831748256,31.941577022303537,30.1654669141511,29.34472891738178,23.152318298328456,-12.51741624,-4.937958126,-3.967776285,-2.370491268,5.968667785176547,8.734689328,11.596164784557223,15.09595479428358,18.605286175892136,17.880317701400745,15.163819324499853,15.260361137839622,13.595059160154449,5.614614660984717,-128.3362116,-284.8459158,-381.435775,-459.7151621,-522.1563719,-461.7993182,-522.5151724,-815.1050881,-502.0933006,-1151.147389,-946.3601194,-967.2262144,-855.9376687,-648.7918654,289.6301056356673,143.4741922402538,88.89937819711294,324.35354735666175,112.7284755728023,184.2096199752166,556.1936724354013,393.0054232725742,911.5392838037345,776.3267205770709,791.3619752131756,983.7823331511244,448.6160068818662,773.2032576997459,110111,房山区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}",../data_20260601/产能研究室_1/气象数据/ERA5_Land_SemiMonthly_2010_2010.csv,ERA5_Land_SemiMonthly_2010_2010,9,2026-06-02 19:53:21,
10,00000000000000000adf,-6.076461313,-89.15595083,-228.5405824,-274.3274071,-480.5579464,-492.7810772,-484.4992118,-749.4719482,-384.3674637,-818.8685206,-672.783642,-711.8584065,-579.0462344,-387.2695616,Mentougou,-1.410632299,0.7279769185802955,3.242507264599935,6.186986700301272,13.368374450990578,17.32182937266905,19.879971192773855,22.485292417075488,23.429700725853866,25.52242293626047,22.950825106983306,21.505628434588225,20.2186145676072,14.31756700010787,4.404453148990658E9,5.461883327049961E9,5.769595024224859E9,5.130844877580375E9,6.586173328174318E9,6.061625249643903E9,6.045176425169237E9,6.414533161594263E9,4.321245693221516E9,6.266065964692065E9,5.152795699092656E9,5.433258242632267E9,5.031151598309287E9,3.9333616894254923E9,-3.286367487,2.570592399029427,4.5385246430350135,7.142866593558391,14.821060254620729,18.047939425175525,20.146258741500127,22.733302154506266,23.36078573749352,25.673086175081508,22.606913035200606,21.127889620293143,20.004306668847246,13.29090738109001,7.167345795808038,16.043555568961967,17.868399552553306,19.72350808445811,25.92688142438978,29.31120437574978,30.037143930191892,32.179093057922884,35.088397833741766,34.84428377033754,30.82744066528825,28.33463588290747,28.03411400092485,21.187378753065595,-15.56910553,-8.035117158,-4.108711259,-3.094430622,3.821247519975851,7.316823103006017,10.525371350574908,13.57430715050719,16.995923441820203,16.43095415531365,13.970897520716814,14.12806033224728,12.190424800605955,4.12629871525394,-142.2959864,-243.8662017,-364.7331548,-478.6037659,-647.6365482,-718.6956053,-676.9026958,-1010.840306,-659.7796381,-1076.817955,-928.5079709,-938.8651997,-830.027014,-603.0924512,332.956884771077,175.9438717855064,123.99637426744644,380.7172876899672,126.33915754628174,254.43101269502648,526.3431327204634,669.3813354568077,781.1843533387947,730.5247370939634,969.4001689110332,856.941913415682,656.8463977614529,847.3373056045364,110109,门头沟区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}",../data_20260601/产能研究室_1/气象数据/ERA5_Land_SemiMonthly_2010_2010.csv,ERA5_Land_SemiMonthly_2010_2010,10,2026-06-02 19:53:21,
