system:index,evaporation_from_bare_soil_sum_201403010315,evaporation_from_bare_soil_sum_201403160331,evaporation_from_bare_soil_sum_201404010415,evaporation_from_bare_soil_sum_201404160430,evaporation_from_bare_soil_sum_201405010515,evaporation_from_bare_soil_sum_201405160531,evaporation_from_bare_soil_sum_201406010615,evaporation_from_bare_soil_sum_201406160630,evaporation_from_bare_soil_sum_201407010715,evaporation_from_bare_soil_sum_201407160731,evaporation_from_bare_soil_sum_201408010815,evaporation_from_bare_soil_sum_201408160831,evaporation_from_bare_soil_sum_201409010915,evaporation_from_bare_soil_sum_201409160930,name,soil_temperature_level_1_201403010315,soil_temperature_level_1_201403160331,soil_temperature_level_1_201404010415,soil_temperature_level_1_201404160430,soil_temperature_level_1_201405010515,soil_temperature_level_1_201405160531,soil_temperature_level_1_201406010615,soil_temperature_level_1_201406160630,soil_temperature_level_1_201407010715,soil_temperature_level_1_201407160731,soil_temperature_level_1_201408010815,soil_temperature_level_1_201408160831,soil_temperature_level_1_201409010915,soil_temperature_level_1_201409160930,surface_solar_radiation_downwards_sum_201403010315,surface_solar_radiation_downwards_sum_201403160331,surface_solar_radiation_downwards_sum_201404010415,surface_solar_radiation_downwards_sum_201404160430,surface_solar_radiation_downwards_sum_201405010515,surface_solar_radiation_downwards_sum_201405160531,surface_solar_radiation_downwards_sum_201406010615,surface_solar_radiation_downwards_sum_201406160630,surface_solar_radiation_downwards_sum_201407010715,surface_solar_radiation_downwards_sum_201407160731,surface_solar_radiation_downwards_sum_201408010815,surface_solar_radiation_downwards_sum_201408160831,surface_solar_radiation_downwards_sum_201409010915,surface_solar_radiation_downwards_sum_201409160930,temperature_2m_201403010315,temperature_2m_201403160331,temperature_2m_201404010415,temperature_2m_201404160430,temperature_2m_201405010515,temperature_2m_201405160531,temperature_2m_201406010615,temperature_2m_201406160630,temperature_2m_201407010715,temperature_2m_201407160731,temperature_2m_201408010815,temperature_2m_201408160831,temperature_2m_201409010915,temperature_2m_201409160930,temperature_2m_max_201403010315,temperature_2m_max_201403160331,temperature_2m_max_201404010415,temperature_2m_max_201404160430,temperature_2m_max_201405010515,temperature_2m_max_201405160531,temperature_2m_max_201406010615,temperature_2m_max_201406160630,temperature_2m_max_201407010715,temperature_2m_max_201407160731,temperature_2m_max_201408010815,temperature_2m_max_201408160831,temperature_2m_max_201409010915,temperature_2m_max_201409160930,temperature_2m_min_201403010315,temperature_2m_min_201403160331,temperature_2m_min_201404010415,temperature_2m_min_201404160430,temperature_2m_min_201405010515,temperature_2m_min_201405160531,temperature_2m_min_201406010615,temperature_2m_min_201406160630,temperature_2m_min_201407010715,temperature_2m_min_201407160731,temperature_2m_min_201408010815,temperature_2m_min_201408160831,temperature_2m_min_201409010915,temperature_2m_min_201409160930,total_evaporation_sum_201403010315,total_evaporation_sum_201403160331,total_evaporation_sum_201404010415,total_evaporation_sum_201404160430,total_evaporation_sum_201405010515,total_evaporation_sum_201405160531,total_evaporation_sum_201406010615,total_evaporation_sum_201406160630,total_evaporation_sum_201407010715,total_evaporation_sum_201407160731,total_evaporation_sum_201408010815,total_evaporation_sum_201408160831,total_evaporation_sum_201409010915,total_evaporation_sum_201409160930,total_precipitation_sum_201403010315,total_precipitation_sum_201403160331,total_precipitation_sum_201404010415,total_precipitation_sum_201404160430,total_precipitation_sum_201405010515,total_precipitation_sum_201405160531,total_precipitation_sum_201406010615,total_precipitation_sum_201406160630,total_precipitation_sum_201407010715,total_precipitation_sum_201407160731,total_precipitation_sum_201408010815,total_precipitation_sum_201408160831,total_precipitation_sum_201409010915,total_precipitation_sum_201409160930,Code,县名,市代码,市名,省代码,省名,.geo
00000000000000000a79,-51.16489182,-209.0504992,-244.6992559,-259.5230332,-289.8157868,-460.60359,-380.679526,-527.4602321,-562.1639662,-511.2969961,-474.334859,-401.9127302,-458.0877863,-262.0186659,Miyun,0.21262806062231876,6.988213094319475,11.281291751256793,14.775324989553095,13.951206148535785,21.747904106643276,22.234737335495616,22.382104838944045,24.055987144725933,25.52978149825484,24.320354094712844,23.40479738530078,19.886620104932305,16.66329394074255,5.072480268717435E9,5.629389508223869E9,5.977168008300537E9,5.823700804894356E9,5.550677052998073E9,7.002074037523949E9,5.523641002436085E9,5.552136978337948E9,5.348924457728486E9,5.483141092906729E9,5.464532108282755E9,5.373893399037201E9,4.784996086563202E9,3.64189784646806E9,1.8612204315504892,9.994365188706531,12.873321177949697,15.323694825118688,14.077277592608853,22.96202154855233,22.053024905526534,22.588382757473898,24.35026537324193,25.465526035922366,23.933888938127662,23.056957323515494,19.8022417164723,16.053509789862126,17.65149960337902,21.942907374906316,24.663361631386095,25.594171744124104,26.685010991242912,35.78437159499395,30.74065273254838,31.710934818896913,32.6121261885934,32.71677898374348,33.07043707786323,31.378252716653225,29.257505498078842,24.61975605924187,-5.364469722,-1.990820433,-0.414229475,3.2302701415401502,3.087204326597025,12.693369374997564,13.024851938294741,14.625941733245291,17.680568367033857,18.572058464348533,14.097392003917413,14.989480342522645,9.858520319925402,6.697966448050044,-120.9486957,-334.7403105,-357.8311159,-423.5364668,-525.5669656,-758.6930334,-649.4915508,-901.5445803,-901.1229778,-848.7403243,-797.915427,-755.3558869,-728.5122969,-469.8225763,11.450906601487597,62.47137766061713,14.452786927779076,108.30920189498052,336.506690810918,90.99753297193745,501.0394406636786,749.2747124142852,610.2453269076224,367.4896022063372,512.4868405366856,646.9860967625852,655.5600438252233,525.8682271653449,110118,密云区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a7b,-31.78446196,-227.1736359,-300.2303294,-334.8434191,-351.755599,-556.2300709,-440.6577032,-553.6982212,-576.0597199,-537.4629321,-540.3772346,-441.6089139,-485.8986373,-291.0027858,Yanqing,-0.474822405,4.999384576442831,8.921326379232816,11.803057369114613,11.434748890371639,19.524529708663604,19.710097014676847,20.535474832574224,22.488175637063755,23.92689472463977,22.176908954989134,21.4629127880074,17.934681650656056,14.982761363656898,5.046516168517571E9,5.696623645513209E9,5.8817502189176E9,5.6366701460478525E9,5.478783431036568E9,7.13739982092728E9,5.568505433424572E9,5.670191672290786E9,5.515222544341529E9,5.611687349502936E9,5.424477353402688E9,5.5022943823000555E9,4.612250396343548E9,3.682076887132818E9,0.658529774724253,8.080720762653096,10.790808622760352,12.579474644201893,11.44024759316206,20.88080804932712,19.627457628572852,20.624135463563263,22.538655320119435,23.5884778284668,21.767142973620906,20.87367401320688,17.629030910068966,14.229846477658326,17.347791432398026,21.185450686102826,24.40537311500051,24.022933193801173,24.953987770969682,33.687057277814574,29.31672982761765,30.103913295533747,31.14298184416365,31.243294081160265,30.997730328354603,30.133978049701287,29.259784822119226,23.462110532080523,-7.646154021,-2.785343359,-2.426983159,0.6475311755346678,0.0021622434977903787,8.093556979818745,9.235276190970769,12.335729893099673,15.326996063551677,15.857469226251224,11.901333089469025,12.122442245553426,7.035991636917882,5.4338988428926385,-88.41903094,-348.635287,-429.2523631,-497.9899002,-530.4838624,-771.5450755,-678.1104988,-868.2696458,-872.572308,-796.4567472,-803.1734017,-760.274009,-701.3304521,-486.9810404,14.255578645568708,78.57878803280006,60.09110256883163,169.93449195119385,296.17810954045297,100.30950357929443,592.791573648584,713.9340697417628,605.4807127374673,389.2372173470203,485.92763227707263,971.4119930157577,636.7087909890496,641.1692690392074,110119,延庆区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a7c,-46.756772,-237.0226477,-300.6674432,-333.6078437,-373.1199321,-575.6381823,-469.3642953,-626.6259704,-661.4664765,-604.5996173,-583.5639091,-470.24919,-529.8271909,-310.0441742,Huairou,-0.310695246,5.859990504803845,10.030446579292683,12.844895385559736,12.238106797429545,20.189819266768698,20.55525303140491,20.93498859474536,22.797284806313833,24.326231727364192,22.785145066022483,22.010481715342266,18.594791215112956,15.474036595626192,5.003606356174274E9,5.6587651923892E9,5.92737886113869E9,5.745770223886384E9,5.500419549757226E9,7.025753577022898E9,5.569058904249305E9,5.614723786056981E9,5.442502236170556E9,5.576319450390258E9,5.50496152710652E9,5.436410894223577E9,4.720256073863007E9,3.661618949000948E9,0.7436919995971878,8.521616787406437,11.443803131491988,13.460888274190575,12.38611031936601,21.36281509465021,20.411655668013424,21.160477792609097,23.022358862461356,24.24951557727444,22.35902189189497,21.51375671440344,18.296288130166158,14.762128603430089,17.4266434919413,21.195724061663405,24.577260639417197,25.006814660217316,25.85775920981506,34.695519820261,30.227155626108704,30.672134130532054,31.902978837114397,32.0369811081791,31.629750222842638,30.587801941226196,29.38462382639907,23.533200063677235,-7.536657728,-2.745871593,-1.436859719,1.160709189936923,0.9334324627663452,9.584634859064183,10.000965317811344,13.259045044561743,16.149002680445577,16.654007332104563,12.580962531109565,12.736719034292278,7.886860863713693,5.571385383904884,-107.8356439,-360.5653829,-425.6356117,-486.632555,-547.160959,-797.0066525,-700.1964238,-950.510375,-945.9761435,-870.5019433,-850.3687101,-779.7215838,-748.8515066,-496.862293,19.125362261448505,70.88327609562464,37.244709523702234,153.729433545865,295.56589398541877,105.03413380934644,603.5137615233026,829.7143632050394,637.3759731175797,362.12034192873995,527.3181628686792,845.931467608851,696.8538462506289,605.2388173128475,110116,怀柔区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a7d,-74.5568042,-208.1229608,-221.1031611,-247.2066366,-316.153151,-478.882491,-412.9314017,-587.2599942,-665.8643651,-578.3241216,-574.3036045,-481.6424272,-579.5853614,-333.390073,Pinggu,0.9450986440498637,9.19920311973008,13.478737978663437,16.12071736580169,15.186902409687074,22.980477324100907,23.48724938053554,23.148460748611004,24.50175693659944,25.908229163621957,24.795465685830642,23.793223970907878,20.205242064161926,17.21786078107459,5.132501473366337E9,5.591317951367805E9,5.957105862804174E9,5.812642134967493E9,5.713688890123817E9,7.037177426809198E9,5.587592885256993E9,5.565377558226161E9,5.325903822592788E9,5.367406522153663E9,5.380372374011917E9,5.29629642766115E9,4.771403912024133E9,3.6549458918106704E9,2.272741022920809,10.982145426734867,13.831136039317714,15.855172358209728,15.056737998045236,23.644348273779702,22.732896642515577,23.243378709980767,24.777872998346567,25.77207638262969,24.31616883441156,23.482640925893065,20.1177935254334,16.592443080241186,18.334272168507457,22.49643865875414,25.714771044094622,26.261960021635993,27.816317215146203,37.2310101652634,31.704596341661457,32.51776642975985,32.88915009073991,32.87209740797304,33.419732738161215,31.176208705315933,28.839216076285012,24.793466306766078,-5.274652817,-2.065306061,1.0904322342388115,4.122693414590435,4.441357063552001,12.108415372471269,13.031442922076643,15.805823052107979,18.44128182774178,18.15249033056912,13.90157587338473,16.2229099968083,10.452735839555189,6.978490751610694,-141.5810593,-325.4583392,-317.0400021,-393.7866184,-537.220416,-728.8406291,-636.7999528,-937.368907,-980.0274809,-872.814453,-859.8433492,-839.5870149,-817.8446816,-527.721588,9.03007844036701,63.083783804893194,15.713348029957194,129.9274177815587,372.5300906991241,112.79824397417664,529.8346216205483,837.6136387789206,895.7105996887707,493.50063895528,670.007037307406,1048.5279451775582,907.6787678719218,456.47630283468004,110117,平谷区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a7f,-81.15547946,-205.0547639,-202.9789361,-195.5913505,-218.5376707,-320.4110356,-210.3171542,-402.9115954,-411.9517138,-294.2128727,-361.7367933,-261.8528216,-470.2472378,-276.7107856,Changping,1.140208283999461,9.608639467571285,13.68977232859915,16.166240971244072,15.402714403785712,23.89573960801614,24.489195338916613,24.045487315031075,25.956580709636484,27.41312567032403,25.601991208412105,24.88514227195105,20.266069652732273,17.310125028173772,5.109952381315762E9,5.659280856052971E9,5.864327141231566E9,5.683150673758146E9,5.549576954343759E9,7.181333505663422E9,5.722472681692074E9,5.734364080853701E9,5.433361305656586E9,5.457453075297776E9,5.395566836312897E9,5.447608099671915E9,4.58785175463042E9,3.597889667628903E9,2.671947821258637,10.656808891233148,13.871199636580219,15.687542484834465,14.814366703957612,24.03809548860156,23.299982971600787,23.506860318775605,25.497752363246146,26.347218413137195,24.65954127168478,23.615896410844815,19.761310670334183,16.457655438745117,19.823060656370846,23.141297872564955,26.95640162626246,27.059793166671817,28.085778703244497,37.97782674440199,32.95425087444958,33.69538732579783,34.68588214949067,35.0478488765149,33.668245336516286,32.563107901559775,30.730108146172366,25.26384642863599,-5.154496901,-1.100683248,1.1299259323798794,3.8052196891424606,3.2380706298288966,11.42517104424092,12.807408948222523,15.252911186481658,18.901126728200108,19.15008393050362,14.634289170681088,15.333315906877603,10.242341413605933,7.750338928003552,-172.1436384,-347.3144784,-316.4757273,-350.1134782,-426.7092565,-551.0871946,-401.1175203,-795.7037666,-746.7677265,-581.5553377,-683.3729778,-603.4290876,-760.1643997,-512.4849388,7.97736598255315,59.80622465669069,30.10824392773632,112.96197538597484,252.74327566308708,70.26470549359588,237.5251453590627,602.4202447828768,482.1997086600935,345.7908254261387,400.520528566928,835.532022018655,942.6051763927622,642.7594724075065,110114,昌平区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a81,-87.93784887,-125.7701854,-115.2797529,-140.4203295,-218.3786318,-365.1897833,-238.0553271,-448.1541424,-599.53426,-521.3673708,-605.438083,-441.503256,-646.5007266,-350.3166381,Daxing,5.151541809197186,13.734352044932788,17.94209381283967,19.646916540740037,19.25427991828047,27.192937408975848,27.69457326046042,27.062504428279116,28.411538155946932,29.396612320822346,27.7709340994463,27.175851520162556,22.681057526529745,20.18834769024231,5.162632475078097E9,5.606360618642894E9,5.870206678143116E9,5.719230205708318E9,5.881389891142753E9,7.181608524133672E9,5.874767548847258E9,5.620093484745368E9,5.420929677463766E9,5.426005278477841E9,5.429739752375682E9,5.4809391995415E9,4.561738637015982E9,3.830983329255236E9,4.521685647523764,13.216574014903198,16.58140761081406,18.03355394073888,17.95560026092235,26.66457532807537,25.653678485276092,25.745412529516248,27.630479488133563,28.182310842116905,26.376965210340483,25.522642610353007,21.658786694053045,18.714847482020204,20.903084224170243,25.68428501138851,29.783422899228917,28.967708017035413,31.07613855175571,41.278519335219194,36.44400214968793,36.504182359256895,37.06628744871541,35.814874051416595,35.78205150932649,34.351283184900936,30.98922106392638,26.836311857457016,-5.535340332,0.6106168082528806,3.31503010343477,6.112929265818702,4.698587812097408,13.921513970288828,15.624353659200642,17.33476562056594,20.753726147514165,20.54269120299164,16.041310207756332,17.739592734328905,12.481317332663037,9.994625707058942,-133.3304076,-195.7041328,-155.6220566,-228.8921059,-350.2164452,-498.2230674,-359.8376972,-663.050775,-798.87524,-683.8953652,-804.8592764,-662.2366873,-801.5157853,-476.1231914,17.086722032267332,64.86544862046667,17.558329534810948,96.36503044778111,290.1343165720904,62.975202713174134,279.8844527129607,490.67603411790606,647.8017546869966,547.3752809932596,582.405144858546,714.9947928820565,1202.385940067681,311.8216206922106,110115,大兴区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a82,-110.6764349,-169.8442075,-173.8080123,-190.7858005,-289.9662291,-490.1688372,-363.4658655,-615.8783081,-779.5970043,-640.9555433,-699.8428426,-585.598775,-687.7584112,-384.0249087,Tongzhou,4.717707504888975,13.290054269580114,17.445565147455024,19.448183780246413,18.760867279295038,26.679120718555723,27.049675973669466,26.42781916972036,27.393695665059678,28.78913314714081,27.45704939650958,26.486785835414935,22.452581383621354,19.831012178671614,5.141794542967442E9,5.598605972688059E9,5.890126834359782E9,5.730215738306412E9,5.822906547196225E9,7.112349475869521E9,5.864788304491477E9,5.686725611927861E9,5.432937792069298E9,5.376538073785612E9,5.458899057078835E9,5.428314084957894E9,4.627853128333908E9,3.7507396241877346E9,4.277427510403285,13.021931118160111,16.3608559491487,18.080330480710515,17.746880687917365,26.460038426015466,25.373976929019378,25.545203265896244,27.133004571934112,28.03147747083164,26.368444035958255,25.306223912569546,21.56941182080129,18.483011819858863,20.896186050811387,26.024655270266866,29.14693539111647,29.37313649809208,31.037966284813844,40.83062817462083,35.94131830388852,36.11909587909651,36.265297669249726,35.90925878301846,36.270499330991306,34.055150455623505,30.956179175438844,26.784972837373832,-5.749497547,-0.133926284,3.1312252849727717,5.644147838245763,4.913551302080053,13.989234728627414,14.963304633598849,17.28823358610081,20.236319816886624,20.188046018179378,15.789779603636134,17.847356743007534,12.094579562893184,9.123122254904235,-152.9635189,-234.2083678,-213.1844259,-278.1802046,-430.1778386,-626.9214161,-492.1655159,-831.1399131,-988.7880904,-811.4125215,-894.9898576,-827.0427335,-840.9383447,-513.9358174,17.3798667252005,60.71131944454425,5.045883897604484,102.29450562833621,348.0081490430625,64.74263793579884,426.16667742063953,606.6791655758569,833.6021828300147,549.1447941495879,715.5336065551877,985.2388331675627,1146.2619128984009,350.18094164476696,110112,通州区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a83,-96.38495083,-172.9943402,-160.5604866,-160.463926,-235.8675159,-362.6552086,-252.8253776,-553.8170505,-697.568691,-439.3719866,-497.7824767,-337.9423542,-619.6505719,-339.8610365,Shunyi,2.3147300036856593,11.558202607314232,15.820532289090465,18.479746243372237,17.44092962353378,25.672354100767866,26.371942123966875,25.55377015774036,26.493981801123713,28.380813873683255,27.049994641135218,26.352232029324686,21.516414879470645,18.612233885631426,5.106719729867593E9,5.614037412741858E9,5.910655834396593E9,5.8134722822304125E9,5.680204594624089E9,7.067968286633838E9,5.768519137049472E9,5.719738801466382E9,5.39502962941937E9,5.368089465628463E9,5.450772843878189E9,5.378089459434403E9,4.688328505036444E9,3.598319020020856E9,3.3255535505101586,12.003587640664081,15.469884750964347,17.44665829899792,16.781007519577766,25.645952885213646,24.885982487724732,24.958566453845517,26.388668427685314,27.527690493354033,25.931855406667125,25.029288182129047,20.960545519899068,17.735213961538037,20.162667624248385,24.379717420350033,27.990116655444293,28.811374638727067,30.15967632327068,39.88463340292174,34.8003847628224,35.78738847293244,35.41119170341828,35.98168659710678,36.10871628296969,33.834721442353306,30.44909453544953,26.276021642657156,-5.160668307,-1.932925002,1.8649366195278565,4.552998214143381,4.278647422234472,13.561798843072408,14.060419412952145,16.975036300792667,19.56814709432621,19.82806194294301,15.734532516968866,16.104947717961373,10.761349210377709,8.235042796677147,-153.1139459,-252.3937452,-219.5773939,-260.429724,-405.4193696,-550.4964022,-419.8545108,-844.1978402,-965.3113166,-673.5518583,-737.7387933,-602.2304599,-827.475402,-510.1974268,11.496273561751165,47.34131150990626,14.34811563883584,85.95531417992845,277.4979574223501,79.6942206152368,304.3043853333134,591.0893299664622,793.9691540986025,357.93615347724165,544.5272282562754,645.4938568631097,1046.1737615237728,445.8296293840095,110113,顺义区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a84,-85.70051149,-176.3811937,-149.2494865,-194.1300115,-217.4701736,-300.578802,-258.0468902,-464.6392454,-528.8250532,-387.1223077,-534.5682623,-401.3062384,-587.3874267,-344.9252015,Fangshan,2.188014267683122,10.668225321430226,14.983192442373273,16.57476184777518,16.34674435237765,24.53398965522037,24.42353247475334,23.969806273517836,25.9561515319013,27.418801234580332,25.318530797141083,24.529550053391155,20.352491880751966,17.751499062812467,5.149363630598438E9,5.6636388674071045E9,5.806401847372125E9,5.62586417587381E9,5.764182673881384E9,7.257763840602024E9,5.749557575830235E9,5.520847227559146E9,5.349691895935853E9,5.487855956711661E9,5.294822915430615E9,5.461982970382973E9,4.510227051769171E9,3.775972972286549E9,2.997730752829902,10.997202276067295,14.116847742846174,15.371762941169191,15.299254701351744,24.185774338235902,22.988938579991895,23.124112619950655,25.348210457182358,26.116719409195095,24.104633011635887,23.092282814199717,19.573326360048153,16.569928641971654,19.335375830452552,22.73835737043975,27.316690080598857,25.840732267546375,28.617310075989995,38.29108297884166,32.26499947868423,33.106859885837004,33.84946741204366,33.86078056134266,32.795429305217,31.829701395857036,29.65298077290989,24.93026276005751,-5.333569662,-2.474672042,1.8804219959516806,4.731879239700367,2.3115971636767925,11.65250310460855,12.564563110420071,14.801857986864007,18.628807706246118,18.50905685524687,13.978578104704432,15.0695369363032,10.639637294331981,7.849196674838501,-148.5167886,-287.424059,-232.5229677,-357.4209517,-383.9764945,-474.9651104,-471.6873611,-806.2691775,-801.2044146,-612.7338354,-798.2897621,-728.4411139,-804.0211077,-549.643643,14.354842190589231,78.90189749500782,53.15624312081305,170.89147913075246,241.9473205670079,113.23259828554446,383.8016745561333,762.9216133003406,579.1983478089836,460.93424973350415,604.6805669765907,1058.3183796793298,1284.747300172395,503.8766593464245,110111,房山区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000adf,-69.66914507,-254.1594181,-285.9813036,-304.1743061,-337.8818533,-510.2652023,-405.8607912,-531.9988055,-572.9296136,-494.2886851,-592.583243,-514.6475618,-544.9910921,-341.6438714,Mentougou,0.3654456881229887,7.144874426922821,11.005350866261034,13.2325530025585,12.875473269273753,21.08100955659647,20.92975434092677,21.440493267357724,23.5750052774341,24.86705441111909,22.852323574141323,21.93851509133501,18.51684824643105,15.828945602605444,5.146345349052466E9,5.686000452224168E9,5.814482033773535E9,5.559429923920334E9,5.6134443929701E9,7.264496254233668E9,5.677356916514018E9,5.642182179931069E9,5.429167640015046E9,5.542735550557998E9,5.297660803119469E9,5.492444473811471E9,4.512620379592721E9,3.721591938996441E9,1.5759535815217807,9.013877714808547,11.663645803541337,13.23274234375781,12.67979260476472,21.831013328450354,20.599157544952913,21.301852813462673,23.479913969698533,24.327819757860723,22.342190674553887,21.23928732541706,17.93840206898027,14.907216405323506,18.041214353459388,21.712397590291864,25.147225897204265,24.57392517843367,25.62060305434493,34.664947246033485,29.80430122579569,30.20312337836122,31.76450111561844,32.261304901656814,31.305866856830132,30.352032597859726,29.01551020115984,23.814944093806282,-6.14372662,-2.029396501,-0.144262844,3.263666269906777,1.303783761326691,9.352597620457802,10.585770331488739,13.610210657316001,16.748616170686976,17.574987936608608,12.270666910493347,13.51147426322657,8.905034606054512,6.636008026374244,-126.0760876,-372.332981,-406.0579402,-475.6175925,-523.1085386,-710.928552,-618.412817,-870.1544504,-838.9883021,-733.0658925,-856.6262736,-848.1490999,-762.2143255,-547.4708591,10.166078858988563,87.36235960993972,68.71475965628167,188.91488247778935,315.6756749438127,135.4223997962363,482.5142361440064,852.0574370249115,522.0817480389771,501.37966964184494,749.1022543449932,1369.4261299496925,1136.829832257878,686.0519442234347,110109,门头沟区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
