system:index,evaporation_from_bare_soil_sum_201203010315,evaporation_from_bare_soil_sum_201203160331,evaporation_from_bare_soil_sum_201204010415,evaporation_from_bare_soil_sum_201204160430,evaporation_from_bare_soil_sum_201205010515,evaporation_from_bare_soil_sum_201205160531,evaporation_from_bare_soil_sum_201206010615,evaporation_from_bare_soil_sum_201206160630,evaporation_from_bare_soil_sum_201207010715,evaporation_from_bare_soil_sum_201207160731,evaporation_from_bare_soil_sum_201208010815,evaporation_from_bare_soil_sum_201208160831,evaporation_from_bare_soil_sum_201209010915,evaporation_from_bare_soil_sum_201209160930,name,soil_temperature_level_1_201203010315,soil_temperature_level_1_201203160331,soil_temperature_level_1_201204010415,soil_temperature_level_1_201204160430,soil_temperature_level_1_201205010515,soil_temperature_level_1_201205160531,soil_temperature_level_1_201206010615,soil_temperature_level_1_201206160630,soil_temperature_level_1_201207010715,soil_temperature_level_1_201207160731,soil_temperature_level_1_201208010815,soil_temperature_level_1_201208160831,soil_temperature_level_1_201209010915,soil_temperature_level_1_201209160930,surface_solar_radiation_downwards_sum_201203010315,surface_solar_radiation_downwards_sum_201203160331,surface_solar_radiation_downwards_sum_201204010415,surface_solar_radiation_downwards_sum_201204160430,surface_solar_radiation_downwards_sum_201205010515,surface_solar_radiation_downwards_sum_201205160531,surface_solar_radiation_downwards_sum_201206010615,surface_solar_radiation_downwards_sum_201206160630,surface_solar_radiation_downwards_sum_201207010715,surface_solar_radiation_downwards_sum_201207160731,surface_solar_radiation_downwards_sum_201208010815,surface_solar_radiation_downwards_sum_201208160831,surface_solar_radiation_downwards_sum_201209010915,surface_solar_radiation_downwards_sum_201209160930,temperature_2m_201203010315,temperature_2m_201203160331,temperature_2m_201204010415,temperature_2m_201204160430,temperature_2m_201205010515,temperature_2m_201205160531,temperature_2m_201206010615,temperature_2m_201206160630,temperature_2m_201207010715,temperature_2m_201207160731,temperature_2m_201208010815,temperature_2m_201208160831,temperature_2m_201209010915,temperature_2m_201209160930,temperature_2m_max_201203010315,temperature_2m_max_201203160331,temperature_2m_max_201204010415,temperature_2m_max_201204160430,temperature_2m_max_201205010515,temperature_2m_max_201205160531,temperature_2m_max_201206010615,temperature_2m_max_201206160630,temperature_2m_max_201207010715,temperature_2m_max_201207160731,temperature_2m_max_201208010815,temperature_2m_max_201208160831,temperature_2m_max_201209010915,temperature_2m_max_201209160930,temperature_2m_min_201203010315,temperature_2m_min_201203160331,temperature_2m_min_201204010415,temperature_2m_min_201204160430,temperature_2m_min_201205010515,temperature_2m_min_201205160531,temperature_2m_min_201206010615,temperature_2m_min_201206160630,temperature_2m_min_201207010715,temperature_2m_min_201207160731,temperature_2m_min_201208010815,temperature_2m_min_201208160831,temperature_2m_min_201209010915,temperature_2m_min_201209160930,total_evaporation_sum_201203010315,total_evaporation_sum_201203160331,total_evaporation_sum_201204010415,total_evaporation_sum_201204160430,total_evaporation_sum_201205010515,total_evaporation_sum_201205160531,total_evaporation_sum_201206010615,total_evaporation_sum_201206160630,total_evaporation_sum_201207010715,total_evaporation_sum_201207160731,total_evaporation_sum_201208010815,total_evaporation_sum_201208160831,total_evaporation_sum_201209010915,total_evaporation_sum_201209160930,total_precipitation_sum_201203010315,total_precipitation_sum_201203160331,total_precipitation_sum_201204010415,total_precipitation_sum_201204160430,total_precipitation_sum_201205010515,total_precipitation_sum_201205160531,total_precipitation_sum_201206010615,total_precipitation_sum_201206160630,total_precipitation_sum_201207010715,total_precipitation_sum_201207160731,total_precipitation_sum_201208010815,total_precipitation_sum_201208160831,total_precipitation_sum_201209010915,total_precipitation_sum_201209160930,Code,县名,市代码,市名,省代码,省名,.geo
00000000000000000a79,-9.475530973,-130.6075427,-218.7237389,-255.5837386,-394.3484829,-457.3535293,-451.1437228,-390.3565834,-550.6687185,-536.296569,-643.8462755,-597.5649852,-443.5222785,-371.3807083,Miyun,-0.773375069,2.018110702866155,6.915071540520633,11.619366339817335,17.607716735960537,19.444354530152314,20.482587624829993,22.985481662277923,24.138537509955842,24.667642764817916,23.597582522117637,23.01853351436514,19.338457018037445,17.096214101995866,4.727963448358678E9,5.905934854717555E9,5.892607346880893E9,5.206469576530491E9,6.090582594642887E9,6.80033470697207E9,5.940646537277765E9,4.9242380117359085E9,5.362798083662515E9,5.01956811236311E9,5.00609913764683E9,5.887021144934366E9,4.861455502221481E9,4.803537752989754E9,-0.27306411,4.651694762778075,10.175185407334789,13.27619214254793,19.08196276355957,19.952530522634074,20.741164641179665,23.046402333525023,24.52832693439056,24.65062816047463,23.87436346616425,22.958890669048568,18.75332903409874,17.237546957061213,10.43550640401217,19.37812420339959,24.4653519733943,23.789408633637386,30.94743654493959,31.783053185447454,30.919275432216168,34.280626940715266,32.53510869356877,32.13810255552698,30.81246053756156,32.078763707670845,28.133625369303168,25.574833677407405,-8.896318674,-4.274689689,-1.653572162,4.276847184310344,6.919920391869276,8.448434670942202,12.895956687626498,16.801317717896662,16.639789065121224,18.570201527826402,15.353801140723649,12.457832728326599,8.579096255072873,6.376473996463693,-79.47430307,-280.4197693,-351.5100991,-433.4265073,-645.9212689,-706.8734519,-783.7313234,-706.9157214,-895.8798513,-878.6366177,-948.5174824,-874.6401611,-723.6374496,-594.743154,89.34340132201545,159.99301720177536,34.64103221616782,335.8263930080269,291.0918726890609,124.8356290130946,619.7454872650547,721.2750616677905,383.83973322979386,1709.6641515488445,806.0742226977935,104.38797600074454,529.3328794101207,244.77965242358957,110118,密云区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a7b,-1.492239019,-96.46117574,-235.388589,-299.6048345,-504.506887,-572.9108337,-584.8723105,-470.6089243,-629.6639596,-617.6544202,-692.3270467,-693.4432697,-545.7924296,-426.4574623,Yanqing,-1.620733568,0.6870193151579936,5.301226287404321,9.256702902474457,14.690105026947416,16.674038180122473,17.704072898030514,20.312362689357155,21.849599951972152,22.284657153269873,21.686286867720238,21.048576779134358,17.160034419026964,14.843734747029377,4.501132424634672E9,5.911209353736136E9,5.925175556764728E9,5.209676185920995E9,6.133428369458293E9,6.757478764270922E9,6.140859785989494E9,4.679685487023261E9,5.163944577224719E9,5.091144984897596E9,5.129977925886216E9,6.106414132189989E9,5.073400677064873E9,4.758230312972364E9,-2.358811336,3.0723602339434923,8.346147647905159,11.159422908726972,16.414820131757146,17.543073377898423,18.252889150999714,20.851454327044927,22.332198385024604,22.405222989587312,21.8664848136985,20.97094083883626,16.377420233252888,14.724318748242844,9.390921299976938,17.40572343708334,22.563541037534502,22.563066556121623,29.366335994043503,29.6277908781643,28.679770790193928,32.118223995461484,32.44439810789449,29.67968127887215,29.70197240948833,30.655383831716566,25.038297128213582,23.55254613211626,-11.44369147,-6.553126168,-2.992295249,-1.223817807,3.295065461073191,6.984391693658513,7.994537668268426,14.120453358029089,14.611376201526753,15.017175995841967,13.911475770935988,9.653000534318068,5.98543978400748,4.330225936713252,-74.20830169,-244.1699327,-368.983778,-461.2978417,-712.2768352,-776.6280268,-878.7780574,-742.2700357,-919.2059455,-912.6503339,-942.5502406,-901.0843028,-764.0389337,-634.8355757,118.26150313957314,185.3937474551578,56.50697992767289,441.3366257494091,272.07044266974657,275.145938707113,757.457721075133,955.6188850937582,473.66933989471255,2065.6927374624997,280.7609891537291,111.45925838945936,636.01236070051,448.019634682285,110119,延庆区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a7c,-9.014543445,-122.0757373,-238.6400497,-291.027119,-482.5719198,-572.2368044,-568.9094166,-469.246151,-661.0041873,-655.7284018,-750.4527466,-727.8841385,-560.2956774,-452.5700271,Huairou,-1.439979698,1.3344960220194175,6.2345316731969085,10.405875586935641,15.69894489203683,17.650938092712366,18.69050048713592,21.340577267204793,22.565499568942826,23.09930204220262,22.35534019802347,21.688548223696667,17.925847326303106,15.62730704338247,4.575186992852411E9,5.891160715058971E9,5.870743518088019E9,5.130421590238638E9,6.044934793871669E9,6.764578768926388E9,6.011459537143001E9,4.765282687698763E9,5.268485853117664E9,5.124303099392869E9,5.146514197670425E9,6.010906639094898E9,5.018625907627068E9,4.790114480763868E9,-1.694332832,3.4881710497139733,8.716232029616307,11.91460231747274,17.17636822656174,18.336646398588094,19.032009406944823,21.70429929056178,23.053685411900684,23.272279354063304,22.5916012782448,21.747102994909003,17.161240647527322,15.473537430278142,10.08089131988469,18.330928416038773,23.68041766826108,22.372915996410054,29.69596116140541,30.713856684096765,29.75064880222307,33.221902463163396,32.59307107236275,30.873843697839032,30.125454508392714,31.20616367186652,26.649984923476833,24.365400674811003,-10.76914873,-5.593818932,-2.978215981,0.18539509694378856,3.4974767197056686,7.203755501241175,9.704502839160366,14.47156599132149,15.41612907302064,16.130412222603052,14.401376361372018,10.426914969790861,6.769802945187028,4.984020468426089,-77.91484832,-263.5470034,-365.2195139,-455.8090668,-687.0086126,-761.0382731,-854.0355591,-742.5170456,-959.7418975,-949.9937765,-995.3662921,-945.1727332,-782.75672,-645.9888997,106.98765556143786,172.95496967353424,47.032198264415,374.7998891556736,323.570838699305,205.55201696973023,760.7124253367193,871.2501156768201,554.1341096290035,2102.762712726258,411.54142338877045,135.62003523849967,605.5794124326076,350.900250170113,110116,怀柔区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a7d,-23.03604066,-184.0459465,-240.5988039,-305.3805852,-406.2859059,-342.4356417,-423.8527919,-397.0312102,-587.727195,-550.0755804,-717.0986152,-736.6007834,-530.6543462,-465.8676232,Pinggu,-0.282716659,3.515704649484849,8.979834677506899,13.777633628982162,19.34204358253795,21.504964654377524,22.078952458706365,24.137896642241717,24.92924049062823,25.27987730858819,23.83180670762034,23.283623672940926,19.644687652955415,17.83367310118095,4.848264080554571E9,5.932806727677828E9,5.8976091471384945E9,5.349085538251772E9,6.165152456336188E9,6.882892007817079E9,5.913210853745271E9,5.240098193519305E9,5.373013392044915E9,4.824698844438828E9,4.871510468052698E9,5.803119513280731E9,4.660852830486011E9,4.849327409524334E9,0.2770944506324198,5.261261244023083,11.025940218131254,14.231130100334099,20.08043477107106,21.274657517698344,21.745925656388863,23.751996015978573,24.997844826074125,25.083926189268478,24.08109174250278,23.14739201015661,19.139294744788458,17.749226957026853,10.191980257026808,19.612976030931428,25.85758007100665,24.50646508399478,32.021928129203694,33.19937372350431,32.68678423653823,35.724483750315535,32.75508821576107,32.50775317709874,29.94570193459803,31.897331639403355,27.90304791966794,26.050900679784483,-7.850633543,-3.385618766,-2.259541073,4.097526837672864,7.646939822798948,10.049266750855764,13.108297985608996,17.383996281424707,18.370355729628418,19.648852017209528,15.566563183459097,13.715799647602555,8.753006034352088,7.193759895968027,-82.00963888,-335.8737391,-368.4317489,-503.732419,-610.5193667,-499.1110673,-684.119325,-689.6031069,-917.9376096,-856.8738672,-998.5767327,-975.320561,-786.7317608,-666.8343854,57.9749740450471,123.36580072729191,29.739371302807122,434.51791689592346,137.26801719981765,82.61006403189177,616.6888294911973,691.8391340494321,547.5232520484977,2016.9438300500692,1435.8256394340974,83.47291343006061,571.1279129436489,172.7687675957502,110117,平谷区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a7f,-28.40003725,-200.1372939,-251.9320493,-255.1165607,-358.6172749,-311.4570361,-376.602117,-287.1760234,-567.369842,-511.9404311,-653.2140359,-639.8118093,-507.8802873,-370.540111,Changping,-0.241108772,4.037856150948628,10.150702782675692,13.850780803576605,19.72261761617336,21.50759304697265,22.133374192464707,24.397637940495102,24.87385767947522,25.207593938493133,24.066347448353905,23.781143353791688,19.690784954626128,17.95741587940897,4.523761479829038E9,5.833754036305816E9,5.986699562770576E9,5.246256906145885E9,6.175388416988677E9,6.78691722718372E9,6.182051224969345E9,4.821915277840997E9,5.134729239882422E9,4.93225645075435E9,5.02104317930185E9,6.020557246660661E9,4.957904971847693E9,4.888487965890414E9,0.21522149202441024,5.257590017632125,11.301253302182376,13.895125963375591,19.91214116090161,21.05645575172008,21.7263003163569,23.772743658867626,24.92509300097103,24.987547206475007,24.051082958888934,23.4036957390894,18.911675381554495,17.60890404418761,12.42400388804567,20.33594634343961,26.509838676716036,25.11886680369155,32.95692549028375,33.36542267882343,33.309741992207755,36.69595961677409,35.23257272926298,33.41693635069843,30.826345998810943,33.09440079135681,27.106620970196396,26.656662798915526,-7.112613948,-3.348160112,-2.115467599,1.7027173851116655,7.442486150025752,10.328635428196115,12.295856253964526,16.532358011426425,17.652873806873124,18.169767477630245,16.08371226877775,12.662198663146373,9.107136279856514,7.045264721996601,-118.1804823,-389.5822156,-395.4816814,-470.6046753,-585.3413983,-490.3647994,-698.8310932,-572.8087694,-935.3762916,-899.7810381,-987.6316974,-926.5041177,-804.4562471,-621.4855855,86.51903596657249,166.3324919184956,21.833799377936742,418.10921407004486,209.84855302100425,157.45809739048275,515.716017869078,818.0599609084778,549.5908125236838,2099.8673525210697,415.92734340564,111.42943368024181,404.97212748216174,252.91217324562567,110114,昌平区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a81,-84.00951585,-191.6213109,-208.0368389,-285.5117504,-395.6672901,-289.5472167,-321.1928043,-299.6099725,-675.0271073,-604.4313635,-829.2524682,-916.2499568,-667.6179219,-504.2917721,Daxing,1.907440383156129,8.395053553921832,14.711689775975556,17.840848680995077,23.188896576172997,25.28504739408145,26.173362855780177,28.131948230982417,27.756809754269256,27.945701030920667,25.731087687995576,25.696562679577095,21.853272649692258,20.92346656055082,4.845140275043612E9,5.947519764258703E9,6.014358557236105E9,5.528360092421176E9,6.250860924151471E9,6.933364824931528E9,5.994040190573192E9,5.4464496875919E9,5.252454913106246E9,4.8433481018991995E9,4.876979734464766E9,5.923088815187704E9,4.698657109864965E9,5.003350741931917E9,1.9928176747168465,7.642772926506508,14.255041992779343,16.871992045695638,22.425018159988348,23.917369429666085,24.79711573147716,26.562118707036518,27.17357942562951,27.313263938496174,25.312827631503335,25.132744061212357,20.729852458998483,19.93783808323802,14.696422072804475,23.09628595642469,29.442340388299787,28.798192093444253,35.28296480300079,35.546938023842614,36.78260026592973,39.75856816090545,36.194048951436876,36.166624872475786,32.068027538184566,35.1521207422159,28.42864310600264,28.97732059410865,-6.138763207,-2.992914425,-0.351197942,5.510197891584558,10.60198483978063,12.892231982723414,15.49082177907306,19.26955570286075,20.400035697695934,20.427252566403084,15.551348229576991,14.768987652452676,10.642902094643224,8.340945729436871,-123.4813175,-281.6652866,-259.8053206,-429.5491705,-529.8404476,-384.496719,-477.2497805,-495.6983501,-874.0909451,-856.2883831,-1040.795036,-1075.385438,-831.6483736,-625.2274144,27.777171673133495,87.62456179868894,6.699913790271167,508.66233740816295,157.36867230865363,79.09710026831748,340.6436578148979,580.7486157996126,473.9542700905612,1692.4984416302914,1076.0815488411408,102.75758723766084,389.62915784942624,111.20872388577536,110115,大兴区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a82,-93.43423538,-236.3195146,-276.272944,-373.8935104,-519.7913395,-355.7482708,-434.5047945,-440.51266,-731.253778,-638.1088015,-876.7756081,-947.0529165,-684.6889906,-555.4011738,Tongzhou,1.505069079268397,7.883884109872719,13.984408611171009,17.156452628131643,22.45768693315706,24.92709768943474,25.576490198000684,27.25471067497417,27.335107108112208,27.63847102530612,25.65180928779388,25.526093736252413,21.767825320135266,20.564118332195555,4.840394577163661E9,5.95208327284835E9,5.985769495220981E9,5.467498649522524E9,6.1923021161939945E9,6.912890522208807E9,5.935995187803775E9,5.478203322637886E9,5.297429118057224E9,4.828854993004261E9,4.932069363431919E9,5.864231163052456E9,4.671499750878957E9,4.992387719970485E9,1.7974422977772508,7.3002994198819415,13.858834258130457,16.503147630567742,22.134840985913453,23.87759750219668,24.470498467317558,26.160031460959008,26.913681179448652,27.11610554245148,25.29214954183577,25.012346558137548,20.69720315038741,19.747544476617946,13.95043235877894,22.617650455623497,29.503568020114674,28.330719851208997,34.90656439917431,35.81726913576005,36.468881052190625,39.36074913569862,35.63920641812414,35.63212034547486,31.93747965329656,34.62413353362643,29.043295466435445,28.79444672473068,-6.244231804,-3.313485552,-0.264761718,5.305821507936972,10.603030523077257,12.760103203414346,15.575672796175102,19.005128565701593,20.00931736339225,20.564327316779615,15.714803958248801,14.523775827729882,10.917228787905236,8.393501222288476,-132.6915808,-332.0416032,-341.0104743,-521.4867581,-646.421479,-449.5787828,-594.3148747,-651.7036545,-923.3626934,-885.3533745,-1075.613652,-1102.186549,-848.6124104,-675.8921088,27.07963032074749,98.44752305887482,13.064517797199393,610.9174787710481,115.45699871688069,71.03033697991819,531.2300134589958,666.020239856751,462.5203083550398,1901.342232033648,1267.378168331388,123.9500498503347,469.3509470834106,101.43425076262487,110112,通州区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a83,-50.81318504,-242.1267829,-252.0465764,-288.8584077,-371.5905096,-237.7780895,-357.0078151,-293.1914659,-610.0934324,-532.564726,-825.5143889,-811.2806086,-595.3772526,-431.8352928,Shunyi,0.3887915911240677,5.680685333445635,11.948446053225947,15.993144973196392,21.727398311416188,24.012332193033735,24.608449941721176,26.606948296337368,26.90796967664909,27.210671478179936,25.222976658249443,25.020607410900038,21.197656269648235,19.742248083867935,4.692429133302475E9,5.864754556735444E9,5.944261780582635E9,5.29631610867921E9,6.135843262000637E9,6.835496325930758E9,6.049411641074526E9,5.166425730120626E9,5.303943461426384E9,4.854912890446247E9,4.993569259517036E9,5.878428836110514E9,4.808915415327623E9,4.949066244051546E9,1.251008900307844,6.287246298998481,12.42685946843597,15.72329487357286,21.685333427303313,23.08548958194979,23.636522656148337,25.55014968627415,26.569648734396573,26.634422964813613,25.22109388111108,24.666639848538747,20.32929240548975,19.129791489858608,12.870113808768158,21.716463130139076,28.30071891584482,26.359297540514554,34.47280177235953,35.4051548560229,35.612110562783315,39.04122849956548,35.07986084518212,35.68962149661764,31.46910191638826,34.498949014202175,29.376960278391508,28.317033047022715,-6.541185844,-3.420219386,-2.0348571,4.9348388838698725,8.789677986389716,11.548280100919785,14.893385725327228,18.576996930625647,19.392930024705915,19.76121877108651,17.0306849710448,14.05270471044604,9.991869631175073,7.294649315436472,-105.7457368,-372.0539547,-341.1557533,-457.8974064,-528.5693388,-343.0725508,-563.6174366,-521.8738444,-869.8448257,-811.8974519,-1060.402502,-1015.346896,-807.3299008,-586.2133633,51.99084394842584,134.16130899668403,22.410994636466608,422.6915570378749,124.4875784296228,58.14529162611362,492.5866069395937,585.548814587132,442.70553514950217,2002.523468381968,933.5970344529585,122.54780229657135,350.23959902817165,135.00624697126167,110113,顺义区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000a84,-53.97621655,-251.3557416,-300.3329811,-326.502429,-446.5448575,-340.879927,-439.0963086,-282.9449951,-653.704006,-580.3359829,-746.5337319,-857.7710205,-631.4418643,-476.9489572,Fangshan,0.15397204787988647,4.969075526227136,11.086594127202147,14.81167128437902,20.257881926935482,22.203128752858113,22.815811538989742,25.251721242892135,25.208703406339858,25.500610689265123,23.78062484097081,23.138924693125077,19.49549409258228,18.220567105593048,4.65863803269168E9,5.817942830522534E9,5.9831053502150755E9,5.460671995403965E9,6.279346233588882E9,6.89661682900103E9,6.142501029154341E9,5.02003574868702E9,5.167076779053395E9,4.864184495885357E9,4.806065684506219E9,6.051618015595008E9,4.827889204984152E9,4.903480208282509E9,0.387413035920859,5.835693424302837,11.70984823923985,14.419819924264788,19.9993877304193,21.19973864560279,22.08607446389814,24.133789947681482,24.853293769165504,25.075043228414287,23.452078719526007,22.78622273861074,18.430910817020717,17.41409016879849,12.955434762310157,20.269908060188385,26.300153836674287,24.9863738876694,32.33851632724106,32.56534638255922,32.54303644057948,36.576411455966685,34.17809083252641,33.343944112800216,30.105559655512902,32.73755845426068,25.79084478534896,26.02062704964893,-7.605902439,-3.613430638,-2.540093103,2.104201135301872,7.413167905192188,10.699936324590988,11.63261200459135,17.645024388835726,17.258190029323384,17.93442685134574,15.082889558168961,11.79781229601681,8.614726791824184,6.329542897932349,-116.7037081,-381.4137043,-403.2711308,-507.6530926,-639.3825087,-486.0168947,-682.2101784,-522.6240445,-946.462371,-886.8522939,-1003.078388,-1102.832915,-844.6089392,-666.7982766,60.99323226480749,142.70793394490616,32.32640165418266,510.6921187474573,207.06068805420222,147.50969990058252,445.5372196707872,748.2671463129502,469.4331531808466,2054.892152148346,467.0896384215817,220.85968479925702,447.53687165099876,259.072781545772,110111,房山区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000adf,-17.20455761,-189.0535481,-319.4027076,-359.4032683,-542.0554534,-533.575735,-610.5012602,-425.237716,-670.77891,-618.9472557,-713.6440143,-789.9602252,-588.8796833,-457.0407017,Mentougou,-0.968243814,2.1804643200912417,7.54279337090663,11.078977972936748,16.757981954887764,18.34600609863094,19.186230075244996,21.616580088388382,22.826705226191923,23.149670218930982,22.169091059925172,21.595665285649595,17.812834150561248,15.947407925243482,4.532505641325435E9,5.816955215287131E9,5.992014382736689E9,5.3898087266205015E9,6.267321613803627E9,6.83209550236227E9,6.19778744119001E9,4.80434878257491E9,5.130261683172262E9,4.94043333205787E9,4.90844512568763E9,6.10717797467123E9,4.943787459510612E9,4.847637759992551E9,-1.205472293,4.1786986233275565,9.38303096703211,12.146112114270062,17.771239445795036,18.606774119225506,19.4215095260126,21.725421807315882,23.042470218953376,23.14896476010417,22.032862199034316,21.48370070863013,16.82708872990035,15.367669664826915,10.35253926579356,17.455796668755198,23.75392777556747,23.665032915813956,30.56230567335594,30.505415896035046,30.24494986200532,33.552405234913785,33.04788788375543,30.93690275969331,28.96266350059355,30.734023866535725,25.16829449374983,24.001485658967464,-9.491411198,-4.198193217,-2.688268552,-0.145299783,6.065109621055846,8.484931364177212,9.759914220802111,14.82418843179085,15.48112465344341,16.596450981485525,14.768837845570777,11.070015223624798,7.040616325095871,5.487943719149641,-87.8035529,-318.4140701,-444.2658212,-546.0796776,-743.3168837,-735.164301,-865.3812274,-720.3653108,-950.4583208,-926.8145161,-949.4714409,-995.8307735,-798.6982704,-661.1770312,90.36398191114112,159.68743922090658,40.942847793139975,572.9385855758126,214.62871490635092,340.8404753785444,600.2367820619637,1070.0596475338173,448.7509445877694,2066.0318859033896,303.9535460069977,145.01828896207113,529.1471531799239,382.6734421690301,110109,门头沟区,110000,北京市,110000,北京市,"{""type"":""MultiPoint"",""coordinates"":[]}"
